"list_name","name","label","district"
"community","trybukhivska","Трибухівська","chortkivskyi"
"community","bilche-zolotetska","Більче-Золотецька","chortkivskyi"
"community","chernelytska","Чернелицька","chortkivskyi"
"community","verenchanska","Веренчанська","chortkivskyi"
"community","hukivska","Гуківська","chortkivskyi"
"community","zhvanetska","Жванецька","chortkivskyi"
"community","orynynska","Орининська","chortkivskyi"
"community","yezupilska","Єзупільська","chortkivskyi"
"community","bilshivtsivska","Більшівцівська","chortkivskyi"
"community","oleshanska","Олешанська","chortkivskyi"
"community","tlumatska","Тлумацька","chortkivskyi"
"community","horodenkivska","Городенківська","chortkivskyi"
"community","rukshynska","Рукшинська","chortkivskyi"
"community","khotynska","Хотинська","chortkivskyi"
"community","skalatska","Скалатська","chortkivskyi"
"community","viknianska","Вікнянська","chortkivskyi"
"community","klishkovetska","Клішковецька","chortkivskyi"
"community","sutyskivska","Сутисківська","vinnytskyi"
"community","volodarska","Володарська","vinnytskyi"
"community","ahronomichna","Агрономічна","vinnytskyi"
"community","vinnytska","Вінницька","vinnytskyi"
"community","voronovytska","Вороновицька","vinnytskyi"
"community","luka-meleshkivska","Лука-Мелешківська","vinnytskyi"
"community","illinetska","Іллінецька","vinnytskyi"
"community","lypovetska","Липовецька","vinnytskyi"
"community","baltska","Балтська","haisynskyi"
"community","pishchanska","Піщанська","haisynskyi"
"community","bershadska","Бершадська","haisynskyi"
"community","olhopilska","Ольгопільська","haisynskyi"
"community","sobolivska","Соболівська","haisynskyi"
"community","novokalynivska","Новокалинівська","sambirskyi"
"community","kozivska","Козівська","sambirskyi"
"community","biskovytska","Бісковицька","sambirskyi"
"community","sudovovyshnianska","Судововишнянська","sambirskyi"
"community","borynska","Боринська","sambirskyi"
"community","nyzhnovoritska","Нижньоворітська","sambirskyi"
"community","zhdeniivska","Жденіївська","sambirskyi"
"community","sambirska","Самбірська","sambirskyi"
"community","dobromylska","Добромильська","sambirskyi"
"community","stavnenska","Ставненська","sambirskyi"
"community","drohobytska","Дрогобицька","sambirskyi"
"community","velykoliubinska","Великолюбінська","sambirskyi"
"community","skhidnytska","Східницька","sambirskyi"
"community","komarnivska","Комарнівська","sambirskyi"
"community","horodotska","Городоцька","sambirskyi"
"community","rudkivska","Рудківська","sambirskyi"
"community","ralivska","Ралівська","sambirskyi"
"community","starosambirska","Старосамбірська","sambirskyi"
"community","strilkivska","Стрілківська","sambirskyi"
"community","khyrivska","Хирівська","sambirskyi"
"community","mostyska","Мостиська","sambirskyi"
"community","shehynivska","Шегинівська","sambirskyi"
"community","medenytska","Меденицька","sambirskyi"
"community","boryslavska","Бориславська","sambirskyi"
"community","turkivska","Турківська","sambirskyi"
"community","sukhoielanetska","Сухоєланецька","mykolaivskyi"
"community","shyrokivska","Широківська","mykolaivskyi"
"community","radsadivska","Радсадівська","mykolaivskyi"
"community","kostiantynivska","Костянтинівська","mykolaivskyi"
"community","voskresenska","Воскресенська","mykolaivskyi"
"community","kurisovska","Курісовська","mykolaivskyi"
"community","novokalchevska","Новокальчевська","mykolaivskyi"
"community","inhulska","Інгульська","mykolaivskyi"
"community","olshanska","Ольшанська","mykolaivskyi"
"community","mishkovo-pohorilivska","Мішково-Погорілівська","mykolaivskyi"
"community","vesnianska","Веснянська","mykolaivskyi"
"community","chornomorska","Чорноморська","mykolaivskyi"
"community","yelanetska","Єланецька","mykolaivskyi"
"community","pryvilnenska","Привільненська","mykolaivskyi"
"community","nechaianska","Нечаянська","mykolaivskyi"
"community","veselynivska","Веселинівська","mykolaivskyi"
"community","doroshivska","Дорошівська","mykolaivskyi"
"community","koblivska","Коблівська","mykolaivskyi"
"community","berezanska","Березанська","mykolaivskyi"
"community","kutsurubska","Куцурубська","mykolaivskyi"
"community","mykolaivska","Миколаївська","mykolaivskyi"
"community","berezivska","Березівська","mykolaivskyi"
"community","vyzyrska","Визирська","mykolaivskyi"
"community","yuzhnenska","Южненська","mykolaivskyi"
"community","mykhailivska","Степівська","mykolaivskyi"
"community","novoodeska","Новоодеська","mykolaivskyi"
"community","pervomaiska","Первомайська","mykolaivskyi"
"community","petrovirivska","Петровірівська","berezivskyi"
"community","konoplianska","Коноплянська","berezivskyi"
"community","ivanivska","Іванівська","berezivskyi"
"community","novoborysivska","Новоборисівська","berezivskyi"
"community","znam'ianska","Знам'янська","berezivskyi"
"community","tsebrykivska","Цебриківська","berezivskyi"
"community","zakharivska","Захарівська","berezivskyi"
"community","domanivska","Доманівська","berezivskyi"
"community","zatyshanska","Затишанська","berezivskyi"
"community","andriievo-ivanivska","Андрієво-Іванівська","berezivskyi"
"community","staromaiakivska","Старомаяківська","berezivskyi"
"community","raukhivska","Раухівська","berezivskyi"
"community","rozkvitivska","Розквітівська","berezivskyi"
"community","chohodarivska","Чогодарівська","berezivskyi"
"community","shyriaivska","Ширяївська","berezivskyi"
"community","striukivska","Стрюківська","berezivskyi"
"community","mostivska","Мостівська","berezivskyi"
"community","vradiivska","Врадіївська","berezivskyi"
"community","mykolaivska","Миколаївська","berezivskyi"
"community","velykobuialytska","Великобуялицька","berezivskyi"
"community","rozdilnianska","Роздільнянська","berezivskyi"
"community","dobroslavska","Доброславська","berezivskyi"
"community","krasnosilska","Красносільська","berezivskyi"
"community","usativska","Усатівська","berezivskyi"
"community","liubashivska","Любашівська","berezivskyi"
"community","ananivska","Ананьївська","berezivskyi"
"community","dolynska","Долинська","berezivskyi"
"community","liubeshivska","Любешівська","kamin-kashyrskyi"
"community","prylisnenska","Прилісненська","kamin-kashyrskyi"
"community","loknytska","Локницька","kamin-kashyrskyi"
"community","polytska","Полицька","kamin-kashyrskyi"
"community","zarichnenska","Зарічненська","kamin-kashyrskyi"
"community","varaska","Вараська","kamin-kashyrskyi"
"community","kostopilska","Костопільська","lutskyi"
"community","krupetska","Крупецька","lutskyi"
"community","demydivska","Демидівська","lutskyi"
"community","mlynivska","Млинівська","lutskyi"
"community","ostrozhetska","Острожецька","lutskyi"
"community","pidloztsivska","Підлозцівська","lutskyi"
"community","pidgaycivska","Підгайцівська","lutskyi"
"community","horodyshchenska","Городищенська","lutskyi"
"community","kopachivska","Копачівська","lutskyi"
"community","berestechkivska","Берестечківська","lutskyi"
"community","boratynska","Боратинська","lutskyi"
"community","mar?ianivska","Мар'янівська","lutskyi"
"community","yaroslavytska","Ярославицька","lutskyi"
"community","kivertsivska","Ківерцівська","lutskyi"
"community","lutska","Луцька","lutskyi"
"community","tsumanska","Цуманська","lutskyi"
"community","lopatynska","Лопатинська","lutskyi"
"community","radekhivska","Радехівська","lutskyi"
"community","diadkovytska","Дядьковицька","lutskyi"
"community","zorianska","Зорянська","lutskyi"
"community","boremelska","Боремельська","lutskyi"
"community","brodivska","Бродівська","lutskyi"
"community","derazhnenska","Деражненська","lutskyi"
"community","klevanska","Клеванська","lutskyi"
"community","bativska","Батівська","berehivskyi"
"community","chopska","Чопська","berehivskyi"
"community","velykobyihanska","Великобийганська","berehivskyi"
"community","korolivska","Королівська","berehivskyi"
"community","vylotska","Вилоцька","berehivskyi"
"community","vynohradivska","Виноградівська","berehivskyi"
"community","kam'ianska","Кам'янська","berehivskyi"
"community","velykoberezka","Великоберезька","berehivskyi"
"community","kosonska","Косоньська","berehivskyi"
"community","berehivska","Берегівська","berehivskyi"
"community","pyiterfolvivska","Пийтерфолвівська","berehivskyi"
"community","horondivska","Горондівська","berehivskyi"
"community","mukachivska","Мукачівська","berehivskyi"
"community","velykodobronska","Великодобронська","berehivskyi"
"community","zarichanska","Зарічанська","berehivskyi"
"community","bilkivska","Білківська","berehivskyi"
"community","vyshkivska","Вишківська","berehivskyi"
"community","irshavska","Іршавська","berehivskyi"
"community","khustska","Хустська","berehivskyi"
"community","uspenыvska","Успенівська","bilhorod-dnistrovskyi"
"community","molohivska","Мологівська","bilhorod-dnistrovskyi"
"community","shabivska","Шабівська","bilhorod-dnistrovskyi"
"community","ovidiopolska","Овідіопольська","bilhorod-dnistrovskyi"
"community","dalnytska","Дальницька","bilhorod-dnistrovskyi"
"community","maiakivska","Маяківська","bilhorod-dnistrovskyi"
"community","plakhtiivska","Плахтіївська","bilhorod-dnistrovskyi"
"community","petropavlivska","Петропавлівська","bilhorod-dnistrovskyi"
"community","starokozatska","Старокозацька","bilhorod-dnistrovskyi"
"community","pavlivska","Павлівська","bilhorod-dnistrovskyi"
"community","tuzlivska","Тузлівська","bilhorod-dnistrovskyi"
"community","lymanska","Лиманська","bilhorod-dnistrovskyi"
"community","serhiivska","Сергіївська","bilhorod-dnistrovskyi"
"community","dyviziiska","Дивізійська","bilhorod-dnistrovskyi"
"community","artsyzka","Арцизька","bilhorod-dnistrovskyi"
"community","karolino-buhazka","Кароліно-Бугазька","bilhorod-dnistrovskyi"
"community","marazliivska","Маразліївська","bilhorod-dnistrovskyi"
"community","bilhorod-dnistrovska","Білгород-Дністровська","bilhorod-dnistrovskyi"
"community","borodinska","Бородінська","bilhorod-dnistrovskyi"
"community","biliaivska","Біляївська","bilhorod-dnistrovskyi"
"community","kiliiska","Кілійська","bilhorod-dnistrovskyi"
"community","kulevchanska","Кулевчанська","bilhorod-dnistrovskyi"
"community","vylkivska","Вилківська","bilhorod-dnistrovskyi"
"community","tatarbunarska","Татарбунарська","bilhorod-dnistrovskyi"
"community","saratska","Саратська","bilhorod-dnistrovskyi"
"community","kubeiska","Кубейська","bolhradskyi"
"community","saf'ianivska","Саф'янівська","bolhradskyi"
"community","bolhradska","Болградська","bolhradskyi"
"community","tarutynska","Тарутинська","bolhradskyi"
"community","vasylivska","Василівська","bolhradskyi"
"community","teplytska","Теплицька","bolhradskyi"
"community","horodnenska","Городненська","bolhradskyi"
"community","krynychnenska","Криничненська","bolhradskyi"
"community","reniiska","Ренійська","bolhradskyi"
"community","suvorovska","Суворовська","bolhradskyi"
"community","izmailska","Ізмаїльська","izmailskyi"
"community","oknianska","Окнянська","podilskyi"
"community","zelenohirska","Зеленогірська","podilskyi"
"community","zavallivska","Заваллівська","podilskyi"
"community","kryvoozerska","Кривоозерська","podilskyi"
"community","podilska","Подільська","podilskyi"
"community","slobidska","Слобідська","podilskyi"
"community","savranska","Савранська","podilskyi"
"community","kuialnytska","Куяльницька","podilskyi"
"community","novohaleshchynska","Новогалещинська","kremenchutskyi"
"community","pryshybska","Пришибська","kremenchutskyi"
"community","horishnoplavnivska","Горішньоплавнівська","kremenchutskyi"
"community","kam'ianopotokivska","Кам'янопотоківська","kremenchutskyi"
"community","kozelshchynska","Козельщинська","kremenchutskyi"
"community","kremenchutska","Кременчуцька","kremenchutskyi"
"community","omelnytska","Омельницька","kremenchutskyi"
"community","pishchanska","Піщанська","kremenchutskyi"
"community","bilytska","Білицька","kremenchutskyi"
"community","kobeliatska","Кобеляцька","kremenchutskyi"
"community","svitlovodska","Світловодська","kremenchutskyi"
"community","verkhnodniprovska","Верхньодніпровська","kremenchutskyi"
"community","onufriivska","Онуфріївська","kremenchutskyi"
"community","sukhopolov'ianska","Сухополов'янська","brovarskyi"
"community","prystolychna","Пристолична","brovarskyi"
"community","bobrovytska","Бобровицька","brovarskyi"
"community","novobasanska","Новобасанська","brovarskyi"
"community","yablunivska","Яблунівська","brovarskyi"
"community","boryspilska","Бориспільська","brovarskyi"
"community","voronkivska","Вороньківська","brovarskyi"
"community","pereiaslavska","Переяславська","brovarskyi"
"community","studenykivska","Студениківська","brovarskyi"
"community","kalynivska","Калинівська","brovarskyi"
"community","kalytianska","Калитянська","brovarskyi"
"community","berezanska","Березанська","brovarskyi"
"community","baryshivska","Баришівська","brovarskyi"
"community","brovarska","Броварська","brovarskyi"
"community","velykodymerska","Великодимерська","brovarskyi"
"community","zazymska","Зазимська","brovarskyi"
"community","zhurivska","Згурівська","brovarskyi"
"community","vyshhorodska","Вишгородська","brovarskyi"
"community","pirnivska","Пірнівська","brovarskyi"
"community","makiivska","Макіївська","brovarskyi"
"community","kozeletska","Козелецька","brovarskyi"
"community","osterska","Остерська","brovarskyi"
"community","vyshneva","Вишнева","buchanskyi"
"community","ivankivska","Іванківська","buchanskyi"
"community","petrivska","Петрівська","buchanskyi"
"community","borshchahivska","Борщагівська","buchanskyi"
"community","dymerska","Димерська","buchanskyi"
"community","nemishaivska","Немішаївська","buchanskyi"
"community","hatnenska","Гатненська","buchanskyi"
"community","bilohorodska","Білогородська","buchanskyi"
"community","borodianska","Бородянська","buchanskyi"
"community","buchanska","Бучанська","buchanskyi"
"community","hostomelska","Гостомельська","buchanskyi"
"community","dmytrivska","Дмитрівська","buchanskyi"
"community","irpinska","Ірпінська","buchanskyi"
"community","kotsiubynska","Коцюбинська","buchanskyi"
"community","boiarska","Боярська","buchanskyi"
"community","poliska","Поліська","vyshhorodskyi"
"community","narodytska","Народицька","vyshhorodskyi"
"community","slavutytska","Славутицька","vyshhorodskyi"
"community","mykhailo-kotsiubynska","Михайло-Коцюбинська","vyshhorodskyi"
"community","honcharivska","Гончарівська","vyshhorodskyi"
"community","desnianska","Деснянська","vyshhorodskyi"
"community","liubetska","Любецька","vyshhorodskyi"
"community","chabanivska","Чабанівська","obukhivskyi"
"community","feodosiivska","Феодосіївська","obukhivskyi"
"community","zolochivska","Золочівська","obukhivskyi"
"community","hrebinkivska","Гребінківська","obukhivskyi"
"community","kovalivska","Ковалівська","obukhivskyi"
"community","uzynska","Узинська","obukhivskyi"
"community","rokytnianska","Рокитнянська","obukhivskyi"
"community","hlevakhivska","Глевахівська","obukhivskyi"
"community","kozynska","Козинська","obukhivskyi"
"community","vasylkivska","Васильківська","obukhivskyi"
"community","kaharlytska","Кагарлицька","obukhivskyi"
"community","ukrainska","Українська","obukhivskyi"
"community","obukhivska","Обухівська","obukhivskyi"
"community","kalynivska","Калинівська","obukhivskyi"
"community","bilotserkivska","Білоцерківська","fastivskyi"
"community","fastivska","Фастівська","fastivskyi"
"community","fursivska","Фурсівська","fastivskyi"
"community","sarnenska","Сарненська","varaskyi"
"community","volodymyretska","Володимирецька","varaskyi"
"community","dubrovytska","Дубровицька","varaskyi"
"community","vysotska","Висоцька","varaskyi"
"community","kanonytska","Каноницька","varaskyi"
"community","antonivska","Антонівська","varaskyi"
"community","rafalivska","Рафалівська","varaskyi"
"community","maloliubashanska","Малолюбашанська","rivnenskyi"
"community","hoshchanska","Гощанська","rivnenskyi"
"community","koretska","Корецька","rivnenskyi"
"community","vyrivska","Вирівська","rivnenskyi"
"community","bilokrynytska","Білокриницька","rivnenskyi"
"community","ostrozka","Острозька","rivnenskyi"
"community","bereznivska","Березнівська","rivnenskyi"
"community","oleksandriiska","Олександрійська","rivnenskyi"
"community","netishynska","Нетішинська","rivnenskyi"
"community","shumska","Шумська","rivnenskyi"
"community","myrohoshchanska","Мирогощанська","rivnenskyi"
"community","krupetska","Крупецька","rivnenskyi"
"community","semydubska","Семидубська","rivnenskyi"
"community","rivnenska","Рівненська","rivnenskyi"
"community","shpanivska","Шпанівська","rivnenskyi"
"community","babynska","Бабинська","rivnenskyi"
"community","velykoomelianska","Великоомелянська","rivnenskyi"
"community","buhrynska","Бугринська","rivnenskyi"
"community","velykomezhyritska","Великомежиріцька","rivnenskyi"
"community","holovynska","Головинська","rivnenskyi"
"community","zdovbytska","Здовбицька","rivnenskyi"
"community","horodotska","Городоцька","rivnenskyi"
"community","zdolbunivska","Здолбунівська","rivnenskyi"
"community","varkovytska","Варковицька","rivnenskyi"
"community","berezdivska","Берездівська","rivnenskyi"
"community","pluzhnenska","Плужненська","rivnenskyi"
"community","pishchivska","Піщівська","rivnenskyi"
"community","hannopilska","Ганнопільська","rivnenskyi"
"community","horodnytska","Городницька","rivnenskyi"
"community","kornynska","Корнинська","rivnenskyi"
"community","malynska","Малинська","rivnenskyi"
"community","mizotska","Мізоцька","rivnenskyi"
"community","sosnivska","Соснівська","rivnenskyi"
"community","nemovytska","Немовицька","rivnenskyi"
"community","rokytnivska","Рокитнівська","rivnenskyi"
"community","stepanska","Степанська","rivnenskyi"
"community","myropilska","Миропільська","sumskyi"
"community","burynska","Буринська","sumskyi"
"community","trostianetska","Тростянецька","sumskyi"
"community","sadivska","Садівська","sumskyi"
"community","sumska","Сумська","sumskyi"
"community","bilopilska","Білопільська","sumskyi"
"community","vorozhbianska","Ворожбянська","sumskyi"
"community","yunakivska","Юнаківська","sumskyi"
"community","krasnopilska","Краснопільська","sumskyi"
"community","vilshanska","Вільшанська","sumskyi"
"community","boromlianska","Боромлянська","sumskyi"
"community","velykopysarivska","Великописарівська","sumskyi"
"community","richkivska","Річківська","sumskyi"
"community","mykolaivska","Миколаївська","sumskyi"
"community","verkhnosyrovatska","Верхньосироватська","sumskyi"
"community","chupakhivska","Чупахівська","sumskyi"
"community","nedryhailivska","Недригайлівська","sumskyi"
"community","nyzhnosyrovatska","Нижньосироватська","sumskyi"
"community","bezdrytska","Бездрицька","sumskyi"
"community","khotinska","Хотінська","sumskyi"
"community","mykolaivska","Миколаївська","sumskyi"
"community","stepanivska","Степанівська","sumskyi"
"community","novoslobidska","Новослобідська","sumskyi"
"community","seredyno-budska","Середино-Будська","shostkynskyi"
"community","krolevetska","Кролевецька","shostkynskyi"
"community","shostkynska","Шосткинська","shostkynskyi"
"community","znob-novhorodska","Зноб-Новгородська","shostkynskyi"
"community","putyvlska","Путивльська","shostkynskyi"
"community","esmanska","Есманьська","shostkynskyi"
"community","berezivska","Березівська","shostkynskyi"
"community","hlukhivska","Глухівська","shostkynskyi"
"community","druzhbivska","Дружбівська","shostkynskyi"
"community","sveska","Свеська","shostkynskyi"
"community","shalyhynska","Шалигинська","shostkynskyi"
"community","yampilska","Ямпільська","shostkynskyi"
"community","koropska","Коропська","shostkynskyi"
"community","novhorod-siverska","Новгород-Сіверська","shostkynskyi"
"community","ponornytska","Понорницька","shostkynskyi"
"community","bobrynetska","Бобринецька","novoukrainskyi"
"community","malovyskivska","Маловисківська","novoukrainskyi"
"community","ketrysanivska","Кетрисанівська","novoukrainskyi"
"community","hlodoska","Глодоська","novoukrainskyi"
"community","vilshanska","Вільшанська","novoukrainskyi"
"community","novomar'ivska","Новомар'ївська","novoukrainskyi"
"community","blahodatnenska","Благодатненська","novoukrainskyi"
"community","myhiivska","Мигіївська","novoukrainskyi"
"community","pishchanobridska","Піщанобрідська","novoukrainskyi"
"community","pomichnianska","Помічнянська","novoukrainskyi"
"community","katerynivska","Катеринівська","novoukrainskyi"
"community","kompaniivska","Компаніївська","novoukrainskyi"
"community","tyshkivska","Тишківська","novoukrainskyi"
"community","hannivska","Ганнівська","novoukrainskyi"
"community","dobrovelychkivska","Добровеличківська","novoukrainskyi"
"community","zlynska","Злинська","novoukrainskyi"
"community","smolinska","Смолінська","novoukrainskyi"
"community","mar'ianivska","Мар'янівська","novoukrainskyi"
"community","novoukrainska","Новоукраїнська","novoukrainskyi"
"community","sokolivska","Соколівська","novoukrainskyi"
"community","rivnianska","Рівнянська","novoukrainskyi"
"community","novoprazka","Новопразька","oleksandriiskyi"
"community","pantaivska","Панталіївська","oleksandriiskyi"
"community","znam'ianska","Знам'янська","oleksandriiskyi"
"community","hurivska","Гурівська","oleksandriiskyi"
"community","oleksandriiska","Олександрійська","oleksandriiskyi"
"community","zhovtovodska","Жовтоводська","oleksandriiskyi"
"community","novhorodkivska","Новгородківська","oleksandriiskyi"
"community","subottsivska","Суботцівська","oleksandriiskyi"
"community","lykhivska","Лихівська","oleksandriiskyi"
"community","p'iatykhatska","П'ятихатська","oleksandriiskyi"
"community","hleiuvatska","Глеюватська","oleksandriiskyi"
"community","lozuvatska","Лозуватська","oleksandriiskyi"
"community","petrivska","Петрівська","oleksandriiskyi"
"community","popelnastivska","Попельнастівська","oleksandriiskyi"
"community","pryiutivska","Приютівська","oleksandriiskyi"
"community","derhachivska","Дергачівська","bohodukhivskyi"
"community","chutivska","Чутівська","bohodukhivskyi"
"community","krasnokutska","Краснокутська","bohodukhivskyi"
"community","zolochivska","Золочівська","bohodukhivskyi"
"community","chernechchynska","Чернеччинська","bohodukhivskyi"
"community","kyrykivska","Кириківська","bohodukhivskyi"
"community","kolomatska","Коломацька","bohodukhivskyi"
"community","krasnohradska","Красноградська","bohodukhivskyi"
"community","starovirivska","Старовірівська","bohodukhivskyi"
"community","liubotynska","Люботинська","bohodukhivskyi"
"community","novovodolazka","Нововодолазька","bohodukhivskyi"
"community","solonytsivska","Солоницівська","bohodukhivskyi"
"community","skorokhodivska","Скороходівська","bohodukhivskyi"
"community","velykorublivska","Великорублівська","bohodukhivskyi"
"community","kotelevska","Котелевська","bohodukhivskyi"
"community","bohodukhivska","Богодухівська","bohodukhivskyi"
"community","valkivska","Валківська","bohodukhivskyi"
"community","zmiivska","Зміївська","krasnohradskyi"
"community","zachepylivska","Зачепилівська","krasnohradskyi"
"community","kehychivska","Кегичівська","krasnohradskyi"
"community","natalynska","Наталинська","krasnohradskyi"
"community","biliaivska","Біляївська","krasnohradskyi"
"community","oleksiivska","Олексіївська","krasnohradskyi"
"community","karlivska","Карлівська","krasnohradskyi"
"community","lannivska","Ланнівська","krasnohradskyi"
"community","mashivska","Машівська","krasnohradskyi"
"community","mykhailivska","Михайлівська","krasnohradskyi"
"community","lychkivska","Личківська","krasnohradskyi"
"community","martynivska","Мартинівська","krasnohradskyi"
"community","syniukhynobridska","Синюхинобрідська","holovanivskyi"
"community","pobuzka","Побузька","holovanivskyi"
"community","adzhamska","Аджамська","kropyvnytskyi"
"community","bratska","Братська","kropyvnytskyi"
"community","kazankivska","Казанківська","kropyvnytskyi"
"community","novobuzka","Новобузька","kropyvnytskyi"
"community","sofiivska","Софіївська","kropyvnytskyi"
"community","velykoseverynivska","Великосеверинівська","kropyvnytskyi"
"community","dolynska","Долинська","kropyvnytskyi"
"community","pervozvanivska","Первозванівська","kropyvnytskyi"
"community","ustynivska","Устинівська","kropyvnytskyi"
"community","kropyvnytska","Кропивницька","kropyvnytskyi"
"community","slobozhanska","Слобожанська","lozivskyi"
"community","balakliiska","Балаклійська","lozivskyi"
"community","donetska","Донецька","lozivskyi"
"community","pervomaiska","Первомайська","lozivskyi"
"community","biletska","Білецька","ternopilskyi"
"community","zalozetska","Залозецька","ternopilskyi"
"community","kozlivska","Козлівська","ternopilskyi"
"community","vyshnivetska","Вишнівецька","ternopilskyi"
"community","velykohaivska","Великогаївська","ternopilskyi"
"community","lopushnenska","Лопушненська","ternopilskyi"
"community","velykoberezovytska","Великоберезовицька","ternopilskyi"
"community","baikovetska","Байковецька","ternopilskyi"
"community","velykobirkivska","Великобірківська","ternopilskyi"
"community","kupchynetska","Купчинецька","ternopilskyi"
"community","berezhanska","Бережанська","ternopilskyi"
"community","zbarazka","Збаразька","ternopilskyi"
"community","zborivska","Зборівська","ternopilskyi"
"community","kozivska","Козівська","ternopilskyi"
"community","naraivska","Нараївська","ternopilskyi"
"community","ozernianska","Озернянська","ternopilskyi"
"community","pidhorodnianska","Підгороднянська","ternopilskyi"
"community","saranchukivska","Саранчуківська","ternopilskyi"
"community","ternopilska","Тернопільська","ternopilskyi"
"community","pidkaminska","Підкамінська","ternopilskyi"
"community","pomorianska","Поморянська","ternopilskyi"
"community","zolochivska","Золочівська","ternopilskyi"
"community","peremyshlianska","Перемишлянська","ternopilskyi"
"community","rohatynska","Рогатинська","ternopilskyi"
"community","smyzka","Смизька","kremenetskyi"
"community","velykodederkalska","Великодедеркальська","kremenetskyi"
"community","borsukivska","Борсуківська","kremenetskyi"
"community","kremenetska","Кременецька","kremenetskyi"
"community","pochaivska","Почаївська","kremenetskyi"
"community","radyvylivska","Радивилівська","kremenetskyi"
"community","kozynska","Козинська","kremenetskyi"
"community","lypetska","Липецька","chuhuivskyi"
"community","velykoburlutska","Великобурлуцька","chuhuivskyi"
"community","vilkhuvatska","Вільхуватська","chuhuivskyi"
"community","shevchenkivska","Шевченківська","chuhuivskyi"
"community","meref'ianska","Мереф'янська","chuhuivskyi"
"community","malynivska","Малинівська","chuhuivskyi"
"community","bezliudivska","Безлюдівська","chuhuivskyi"
"community","vysochanska","Височанська","chuhuivskyi"
"community","vilkhivska","Вільхівська","chuhuivskyi"
"community","rohanska","Роганська","chuhuivskyi"
"community","novopokrovska","Новопокровська","chuhuivskyi"
"community","chkalovska","Чкаловська","chuhuivskyi"
"community","pechenizka","Печенізька","chuhuivskyi"
"community","starosaltivska","Старосалтівська","chuhuivskyi"
"community","chuhuivska","Чугуївська","chuhuivskyi"
"community","tsyrkunivska","Циркунівська","chuhuivskyi"
"community","vovchanska","Вовчанська","chuhuivskyi"
"community","borozenska","Борозенська","beryslavskyi"
"community","volodymyrivska","Володимирівська","beryslavskyi"
"community","vysokopilska","Високопільська","beryslavskyi"
"community","kochubeivska","Кочубеївська","beryslavskyi"
"community","velykooleksandrivska","Великоолександрівська","beryslavskyi"
"community","bereznehuvatska","Березнегуватська","beryslavskyi"
"community","apostolivska","Апостолівська","beryslavskyi"
"community","zelenodolska","Зеленодольська","beryslavskyi"
"community","karpivska","Карпівська","beryslavskyi"
"community","shyrokivska","Широківська","beryslavskyi"
"community","kalynivska","Калинівська","beryslavskyi"
"community","troitska","Троїцька","kup'ianskyi"
"community","kunievska","Куньєвська","kup'ianskyi"
"community","savynska","Савинська","kup'ianskyi"
"community","dvorichanska","Дворічанська","kup'ianskyi"
"community","kolomyichyska","Коломийчиська","kup'ianskyi"
"community","kindrashivska","Кіндрашівська","kup'ianskyi"
"community","kup'ianska","Куп'янська","kup'ianskyi"
"community","kurylivska","Курилівська","kup'ianskyi"
"community","petropavlivska","Петропавлівська","kup'ianskyi"
"community","nyzhnoduvanska","Нижньодуванська","kup'ianskyi"
"community","novoselytska","Новоселицька","dnistrovskyi"
"community","toporivska","Топорівська","dnistrovskyi"
"community","kelmenetska","Кельменецька","dnistrovskyi"
"community","mamalyhivska","Мамалигівська","dnistrovskyi"
"community","kytaihorodska","Китайгородська","dnistrovskyi"
"community","slobidsko-kulchiievetska","Слобідсько-Кульчієвецька","dnistrovskyi"
"community","staroushytska","Староушицька","dnistrovskyi"
"community","livynetska","Лівинецька","dnistrovskyi"
"community","vashkovetska","Вашковецька","dnistrovskyi"
"community","nedoboivska","Недобоївська","dnistrovskyi"
"community","novodnistrovska","Новодністровська","dnistrovskyi"
"community","vanchykovetska","Ванчиковецька","dnistrovskyi"
"community","petrovetska","Петровецька","chernivetskyi"
"community","kitsmanska","Кіцманська","chernivetskyi"
"community","volokivska","Волоківська","chernivetskyi"
"community","chahorska","Чагорська","chernivetskyi"
"community","suchevenska","Сучевенська","chernivetskyi"
"community","mahalska","Магальська","chernivetskyi"
"community","tereblechenska","Тереблеченська","chernivetskyi"
"community","tarashanska","Тарашанська","chernivetskyi"
"community","hertsaivska","Герцаївська","chernivetskyi"
"community","ostrytska","Острицька","chernivetskyi"
"community","horishnosherovetska","Горішньошеровецька","chernivetskyi"
"community","chernivetska","Чернівецька","chernivetskyi"
"community","boianska","Боянська","chernivetskyi"
"community","kam'ianska","Кам'янська","chernivetskyi"
"community","karapchivska","Карапчівська","chernivetskyi"
"community","kam'ianetska","Кам'янецька","chernivetskyi"
"community","chudeiska","Чудейська","chernivetskyi"
"community","hlybotska","Глибоцька","chernivetskyi"
"community","velykokuchurivska","Великокучурівська","chernivetskyi"
"community","zastavnivska","Заставнівська","chernivetskyi"
"community","stavchanska","Ставчанська","chernivetskyi"
"community","menska","Менська","koriukivskyi"
"community","snovska","Сновська","koriukivskyi"
"community","horodnianska","Городнянська","koriukivskyi"
"community","kulykivska","Куликівська","koriukivskyi"
"community","komarivska","Комарівська","koriukivskyi"
"community","semenivska","Семенівська","koriukivskyi"
"community","kholmynska","Холминська","koriukivskyi"
"community","borznianska","Борзнянська","koriukivskyi"
"community","koriukivska","Корюківська","koriukivskyi"
"community","sosnytska","Сосницька","koriukivskyi"
